head,relation,tail
U1030,buys,P0370
U0675,buys,P0941
U0040,buys,P0666
U1187,buys,P0902
U0423,buys,P0830
U0793,buys,P3266
U0952,buys,P1838
U0124,buys,P1415
U0288,buys,P2311
U1010,buys,P2368
U0279,buys,P1447
U0479,buys,P2214
U0629,buys,P0414
U0295,buys,P3433
U0919,buys,P2408
U0212,buys,P3225
U0459,buys,P0587
U0765,buys,P0902
U0509,buys,P0573
U0732,buys,P2130
U1148,buys,P2085
U0532,buys,P3156
U0035,buys,P1244
U0161,buys,P1730
U0353,buys,P1991
U0563,buys,P0726
U0280,buys,P0398
U0263,buys,P2751
U0229,buys,P0361
U0667,buys,P1233
U0556,buys,P1269
U1053,buys,P3082
U0717,buys,P0063
U0298,buys,P2774
U0611,buys,P3098
U0834,buys,P2859
U0149,buys,P0074
U0144,buys,P1592
U1093,buys,P0383
U0007,buys,P2026
U0209,buys,P1010
U0987,buys,P1984
U1188,buys,P3465
U1002,buys,P0948
U0030,buys,P2538
U0685,buys,P0390
U0621,buys,P2598
U0806,buys,P0042
U0915,buys,P0779
U1010,buys,P0704
U0116,buys,P1260
U0081,buys,P0996
U0364,buys,P2764
U0611,buys,P0037
U0581,buys,P1242
U0041,buys,P0420
U0324,buys,P0308
U0911,buys,P2276
U0701,buys,P1739
U0420,buys,P2686
U0635,buys,P0819
U0819,buys,P0284
U0560,buys,P1380
U0746,buys,P3375
U0066,buys,P0347
U0320,buys,P2457
U0032,buys,P1029
U0489,buys,P0339
U0326,buys,P2166
U0890,buys,P2196
U0870,buys,P1752
U0936,buys,P1796
U0707,buys,P1570
U0601,buys,P1635
U1027,buys,P3160
U0412,buys,P1567
U0495,buys,P0844
U0308,buys,P0142
U1164,buys,P1156
U1070,buys,P3047
U0193,buys,P1664
U1039,buys,P3436
U0726,buys,P0780
U0174,buys,P2385
U1185,buys,P2702
U0003,buys,P2817
U1075,buys,P1933
U0068,buys,P0275
U0623,buys,P1558
U0231,buys,P2110
U0961,buys,P0232
U0335,buys,P1951
U0467,buys,P2545
U0265,buys,P1091
U0798,buys,P1890
U1102,buys,P3196
U0473,buys,P0365
U0624,buys,P2825
U0794,buys,P1147
U0322,buys,P1367
U0059,buys,P2081
U1059,buys,P3006
U0359,buys,P0973
U0289,buys,P3169
U0542,buys,P2590
U0406,buys,P2556
U0841,buys,P3417
U1169,buys,P1768
U0624,buys,P2943
U0917,buys,P2776
U1004,buys,P0872
U0304,buys,P1020
U1007,buys,P0642
U0523,buys,P2422
U0337,buys,P2475
U0339,buys,P2659
U0177,buys,P1011
U0472,buys,P0566
U0626,buys,P0021
U0805,buys,P0294
U1058,buys,P1650
U0591,buys,P1655
U0041,buys,P1464
U0811,buys,P2410
U0306,buys,P1834
U0516,buys,P1519
U0055,buys,P1500
U0832,buys,P2529
U0734,buys,P2729
U1072,buys,P0687
U0783,buys,P0341
U0879,buys,P3017
U1193,buys,P0388
U0408,buys,P1132
U0455,buys,P2574
U1069,buys,P2765
U0144,buys,P0639
U0694,buys,P2295
U0096,buys,P0759
U0655,buys,P1605
U0346,buys,P0341
U0906,buys,P1106
U0973,buys,P1785
U0097,buys,P1227
U0608,buys,P0238
U0608,buys,P0602
U0545,buys,P0444
U0591,buys,P0599
U0852,buys,P1290
U0768,buys,P0634
U0865,buys,P0288
U0809,buys,P0224
U0525,buys,P1654
U0608,buys,P1008
U0054,buys,P2945
U0055,buys,P1796
U0328,buys,P1251
U0948,buys,P1611
U0792,buys,P2824
U0020,buys,P1462
U0446,buys,P0293
U0446,buys,P2526
U0984,buys,P3099
U1083,buys,P0859
U0946,buys,P1162
U0978,buys,P1541
U0777,buys,P3249
U0459,buys,P2019
U0967,buys,P2981
U0986,buys,P3228
U0379,buys,P1249
U0360,buys,P1052
U0345,buys,P1977
U1044,buys,P1277
U0147,buys,P0721
U1103,buys,P2732
U1006,buys,P2623
U0844,buys,P3155
U0217,buys,P0547
U1033,buys,P0592
U0873,buys,P0432
U0326,buys,P1145
U1194,buys,P2508
U1133,buys,P1890
U0918,buys,P2495
U1161,buys,P2458
U0586,buys,P2698
U1034,buys,P0300
U1193,buys,P1276
U0076,buys,P1667
U1129,buys,P0498
U0363,buys,P3468
U0938,buys,P1421
U0822,buys,P0369
U0021,buys,P1205
U0075,buys,P2289
U0871,buys,P1934
U0384,buys,P0586
U0662,buys,P3240
U1067,buys,P1608
U1030,buys,P1090
U1066,buys,P0293
U0061,buys,P1550
U0327,buys,P1130
U0942,buys,P0304
U0792,buys,P1423
U0802,buys,P2521
U0397,buys,P2576
U1096,buys,P3027
U0858,buys,P1298
U0142,buys,P0746
U0052,buys,P1377
U0538,buys,P0454
U0726,buys,P3242
U0263,buys,P2057
U0053,buys,P2986
U0990,buys,P2052
U0862,buys,P3075
U0613,buys,P1902
U0990,buys,P0031
U0232,buys,P1721
U1190,buys,P1537
U0283,buys,P0067
U0309,buys,P2717
U0490,buys,P0790
U0778,buys,P0514
U1006,buys,P0124
U0819,buys,P1520
U0499,buys,P2759
U1146,buys,P0295
U0426,buys,P3327
U0967,buys,P2212
U0677,buys,P1585
U0281,buys,P0826
U0671,buys,P1206
U0462,buys,P1496
U0138,buys,P0666
U0039,buys,P1275
U0736,buys,P2232
U1158,buys,P3327
U0851,buys,P0897
U1129,buys,P1450
U0745,buys,P0565
U0594,buys,P3346
U0098,buys,P1390
U0080,buys,P0234
U0568,buys,P3390
U0647,buys,P3231
U0179,buys,P3058
U0044,buys,P3001
U0817,buys,P2632
U0780,buys,P3129
U0834,buys,P0051
U0764,buys,P2278
U1051,buys,P0181
U1185,buys,P1293
U1164,buys,P0640
U0534,buys,P0864
U1186,buys,P2620
U1031,buys,P0349
U0689,buys,P2156
U1047,buys,P1008
U0333,buys,P0635
U0767,buys,P3385
U1001,buys,P0229
U0345,buys,P0453
U0219,buys,P1686
U1111,buys,P3067
U0799,buys,P1648
U0088,buys,P0658
U1103,buys,P2495
U0372,buys,P2149
U0191,buys,P1053
U1036,buys,P2482
U0806,buys,P1433
U0889,buys,P2691
U0193,buys,P3385
U0987,buys,P2260
U0226,buys,P3135
U0749,buys,P1057
U1131,buys,P2861
U0385,buys,P1572
U0177,buys,P3032
U0141,buys,P1294
U0494,buys,P2284
U0451,buys,P0911
U0773,buys,P1591
U0625,buys,P1166
U0402,buys,P1158
U0955,buys,P2870
U0577,buys,P0936
U0107,buys,P0953
U0603,buys,P2633
U0290,buys,P1762
U0953,buys,P2241
U0549,buys,P3327
U0698,buys,P3282
U0810,buys,P1778
U0132,buys,P0446
U0673,buys,P1434
U0817,buys,P2303
U0157,buys,P1675
U0006,buys,P2442
U0784,buys,P1258
U0117,buys,P1515
U0898,buys,P2094
U1010,buys,P3478
U0876,buys,P1710
U0056,buys,P3122
U0155,buys,P1929
U1115,buys,P0645
U0780,buys,P3494
U0196,buys,P1164
U0964,buys,P0931
U0034,buys,P1853
U0598,buys,P2216
U0058,buys,P0612
U0934,buys,P2451
U1019,buys,P2992
U0274,buys,P2032
U0414,buys,P0051
U0229,buys,P3374
U0875,buys,P2559
U1197,buys,P1248
U0809,buys,P3440
U0763,buys,P3256
U0312,buys,P0432
U0973,buys,P1196
U0761,buys,P2672
U0801,buys,P1287
U1138,buys,P2383
U1118,buys,P2193
U0545,buys,P0800
U1132,buys,P1735
U1151,buys,P1211
U0621,buys,P3451
U0463,buys,P2820
U1141,buys,P0092
U0802,buys,P2140
U0560,buys,P0435
U0621,buys,P1531
U0954,buys,P2357
U0724,buys,P1422
U0930,buys,P0806
U1132,buys,P0268
U0701,buys,P2593
U0868,buys,P2937
U0925,buys,P2367
U0960,buys,P2634
U0268,buys,P2168
U0164,buys,P1408
U0869,buys,P0343
U0385,buys,P2657
U0043,buys,P0512
U0464,buys,P0660
U0985,buys,P1649
U0441,buys,P2436
U0184,buys,P1615
U0581,buys,P3189
U1022,buys,P0844
U1183,buys,P1846
U0805,buys,P2143
U0949,buys,P2784
U0785,buys,P1501
U1194,buys,P1673
U0605,buys,P2046
U0223,buys,P2184
U0164,buys,P2761
U0987,buys,P1459
U0464,buys,P1090
U0079,buys,P2379
U0885,buys,P0441
U1176,buys,P2616
U0903,buys,P3162
U0704,buys,P0464
U0178,buys,P3290
U0994,buys,P1294
U0858,buys,P0893
U0579,buys,P3362
U0572,buys,P0239
U0844,buys,P0204
U0312,buys,P0482
U0071,buys,P2409
U0207,buys,P1568
U0373,buys,P1774
U0850,buys,P2542
U0859,buys,P1967
U0332,buys,P3161
U0931,buys,P3228
U1032,buys,P2853
U0489,buys,P0879
U0358,buys,P3316
U0364,buys,P1553
U0425,buys,P2015
U0408,buys,P0266
U1156,buys,P1691
U1058,buys,P0714
U0623,buys,P0792
U0861,buys,P2382
U1024,buys,P0292
U0258,buys,P0189
U0091,buys,P1763
U0968,buys,P2278
U0919,buys,P0646
U0864,buys,P1878
U0246,buys,P1517
U0864,buys,P2395
U0176,buys,P2614
U0617,buys,P2966
U0959,buys,P3300
U0030,buys,P0298
U0322,buys,P2534
U1112,buys,P0865
U0523,buys,P2808
U0730,buys,P1198
U0160,buys,P3206
U0782,buys,P1129
U0791,buys,P0111
U0998,buys,P2809
U0220,buys,P1438
U0086,buys,P0004
U0883,buys,P2621
U0805,buys,P1422
U0339,buys,P2247
U0679,buys,P0820
U0102,buys,P0129
U0533,buys,P1342
U0766,buys,P1922
U1042,buys,P1638
U1093,buys,P3278
U0687,buys,P2533
U0373,buys,P0614
U0310,buys,P0516
U0107,buys,P0075
U0788,buys,P3253
U0709,buys,P2953
U0979,buys,P2648
U0925,buys,P1252
U0236,buys,P1216
U0557,buys,P0555
U0115,buys,P0339
U1039,buys,P2696
U0005,buys,P0863
U0584,buys,P0589
U0002,buys,P2938
U0775,buys,P3004
U1125,buys,P1913
U0354,buys,P0277
U1023,buys,P0112
U0574,buys,P3418
U0878,buys,P1711
U1075,buys,P1935
U0056,buys,P2711
U1142,buys,P0495
U1001,buys,P2501
U0794,buys,P0580
U0254,buys,P0330
U0888,buys,P1980
U0222,buys,P0601
U0481,buys,P0166
U0543,buys,P1595
U0702,buys,P2078
U0462,buys,P1627
U0747,buys,P2473
U1104,buys,P0009
U0196,buys,P1664
U0850,buys,P1466
U1117,buys,P3343
U0208,buys,P3406
U0460,buys,P1728
U0834,buys,P2877
U0335,buys,P0684
U0313,buys,P3427
U0078,buys,P2224
U0770,buys,P0257
U0056,buys,P0570
U0205,buys,P0973
U0042,buys,P2904
U0744,buys,P0100
U1169,buys,P1560
U0483,buys,P2466
U1174,buys,P1065
U0993,buys,P2255
U0397,buys,P1206
U1084,buys,P2240
U0147,buys,P2846
U0544,buys,P1624
U0012,buys,P3101
U1143,buys,P0595
U0532,buys,P2851
U0909,buys,P1236
U0031,buys,P3033
U0959,buys,P2320
U0619,buys,P0850
U0636,buys,P1276
U0583,buys,P3269
U0231,buys,P2746
U0956,buys,P3369
U0755,buys,P1542
U0879,buys,P3472
U0789,buys,P0365
U0815,buys,P0761
U0179,buys,P0911
U0348,buys,P0965
U1195,buys,P0739
U0764,buys,P0040
U0234,buys,P2767
U0989,buys,P3317
U0787,buys,P0336
U0081,buys,P3129
U0397,buys,P0551
U0209,buys,P1605
U0695,buys,P3486
U1028,buys,P2893
U0009,buys,P2278
U0941,buys,P0614
U0775,buys,P2739
U0974,buys,P2779
U0069,buys,P2844
U0679,buys,P2698
U0155,buys,P2987
U0234,buys,P2539
U0459,buys,P3461
U1073,buys,P2192
U0438,buys,P2783
U0126,buys,P2468
U0037,buys,P1108
U0699,buys,P2566
U1045,buys,P0358
U0808,buys,P2725
U0962,buys,P3430
U0382,buys,P2461
U0168,buys,P2460
U0497,buys,P0040
U0555,buys,P0528
U0067,buys,P0358
U1149,buys,P1497
U1199,buys,P0251
U0716,buys,P0655
U0979,buys,P0930
U0227,buys,P0320
U1126,buys,P1796
U0806,buys,P1438
U0841,buys,P2012
U0380,buys,P0760
U0562,buys,P0440
U0320,buys,P2091
U0797,buys,P1373
U0048,buys,P2865
U0508,buys,P3466
U1057,buys,P1278
U0255,buys,P0223
U0196,buys,P2771
U1161,buys,P1449
U1189,buys,P2475
U0382,buys,P0653
U0371,buys,P1083
U1198,buys,P0729
U0555,buys,P1043
U0539,buys,P0112
U0819,buys,P1769
U0175,buys,P3490
U0707,buys,P2349
U0362,buys,P2840
U0262,buys,P0549
U0107,buys,P2420
U1004,buys,P3387
U0788,buys,P2871
U0568,buys,P3355
U1106,buys,P1583
U0134,buys,P2259
U0385,buys,P3066
U1148,buys,P0688
U0713,buys,P3291
U0691,buys,P2820
U0243,buys,P1206
U0449,buys,P0723
U0152,buys,P3257
U0234,buys,P2901
U0988,buys,P0698
U0572,buys,P1433
U0773,buys,P3014
U0124,buys,P3194
U0704,buys,P0315
U1048,buys,P0716
U0113,buys,P2159
U0078,buys,P2262
U0847,buys,P0466
U0925,buys,P2102
U0004,buys,P2155
U1012,buys,P0454
U0409,buys,P1393
U0458,buys,P2122
U0628,buys,P1811
U0401,buys,P0612
U0543,buys,P0634
U0121,buys,P2830
U0733,buys,P1901
U0121,buys,P3058
U0457,buys,P1764
U0745,buys,P2329
U0766,buys,P2377
U0382,buys,P1294
U0979,buys,P0105
U1008,buys,P2980
U0382,buys,P3233
U0981,buys,P3449
U1178,buys,P0643
U0003,buys,P2866
U0536,buys,P2901
U0881,buys,P3055
U1179,buys,P3051
U1101,buys,P3097
U0147,buys,P3406
U0142,buys,P2983
U0896,buys,P0587
U0175,buys,P2660
U0466,buys,P1966
U0104,buys,P0741
U0882,buys,P2965
U0146,buys,P1568
U1001,buys,P0378
U0791,buys,P2827
U0972,buys,P0740
U1018,buys,P0219
U0309,buys,P0593
U0598,buys,P0324
U0077,buys,P3218
U0339,buys,P1711
U0331,buys,P0399
U0033,buys,P2189
U0422,buys,P0054
U1125,buys,P0845
U0382,buys,P0076
U1185,buys,P0354
U0622,buys,P2905
U0463,buys,P2610
U0250,buys,P3429
U1182,buys,P0973
U1097,buys,P3308
U0522,buys,P3453
U0136,buys,P3203
U0674,buys,P3281
U0507,buys,P0370
U0140,buys,P2895
U1057,buys,P2433
U0343,buys,P0941
U0109,buys,P1973
U0473,buys,P0326
U0471,buys,P2408
U0947,buys,P0584
U1162,buys,P2215
U1063,buys,P1932
U0367,buys,P2167
U0922,buys,P1889
U0149,buys,P0861
U0083,buys,P1239
U0288,buys,P3495
U0475,buys,P2078
U0960,buys,P2746
U0817,buys,P2065
U0046,buys,P3037
U0014,buys,P0057
U0991,buys,P3331
U0939,buys,P2525
U0874,buys,P1153
U0322,buys,P2941
U0943,buys,P1870
U0070,buys,P2483
U0947,buys,P2170
U0754,buys,P0611
U0764,buys,P1007
U0134,buys,P0770
U1072,buys,P1321
U0631,buys,P0278
U0462,buys,P0501
U0943,buys,P2568
U0534,buys,P1025
U1100,buys,P2755
U0686,buys,P3312
U0248,buys,P3256
U1192,buys,P1468
U0517,buys,P1151
U0349,buys,P2748
U0456,buys,P0840
U0532,buys,P1046
U0084,buys,P0717
U0763,buys,P2939
U1139,buys,P2672
U1036,buys,P1485
U0678,buys,P0260
U0019,buys,P2152
U1075,buys,P2483
U0311,buys,P2594
U0211,buys,P1817
U0196,buys,P0005
U1071,buys,P2721
U0927,buys,P1120
U1096,buys,P1331
U0498,buys,P0328
U0695,buys,P2465
U0887,buys,P1177
U0812,buys,P2859
U0022,buys,P2290
U0918,buys,P2787
U0275,buys,P3376
U0693,buys,P1027
U1022,buys,P2031
U1020,buys,P1354
U0483,buys,P2094
U1120,buys,P0484
U0921,buys,P3251
U0890,buys,P2199
U0460,buys,P1509
U0388,buys,P0529
U0563,buys,P1931
U1073,buys,P0326
U0229,buys,P0047
U0242,buys,P3248
U0874,buys,P0619
U0233,buys,P2488
U1065,buys,P2331
U0983,buys,P1046
U0583,buys,P1726
U1189,buys,P3146
U0412,buys,P0368
U0858,buys,P2292
U0181,buys,P3303
U0706,buys,P2776
U0150,buys,P1590
U0588,buys,P2522
U0235,buys,P2921
U0038,buys,P2021
U0096,buys,P2589
U0554,buys,P1139
U0698,buys,P0475
U0771,buys,P1182
U1179,buys,P0740
U0488,buys,P3070
U0051,buys,P1558
U0871,buys,P0267
U0028,buys,P0469
U0980,buys,P2675
U0556,buys,P3202
U1060,buys,P1201
U0335,buys,P1311
U0330,buys,P1100
U0837,buys,P3454
U0950,buys,P0488
U0446,buys,P0255
U0783,buys,P2927
U0607,buys,P3379
U0998,buys,P0814
U1187,buys,P0100
U1083,buys,P1963
U0722,buys,P0788
U0696,buys,P2185
U1155,buys,P2293
U0417,buys,P0663
U0559,buys,P0853
U0674,buys,P2731
U0739,buys,P0464
U0482,buys,P0781
U0463,buys,P0283
U0836,buys,P3042
U0763,buys,P1099
U0402,buys,P0546
U0501,buys,P0751
U0564,buys,P1701
U1161,buys,P0898
U0718,buys,P1458
U0252,buys,P1713
U1016,buys,P2259
U1057,buys,P3244
U0399,buys,P2690
U1017,buys,P3327
U0969,buys,P1973
U0323,buys,P3113
U0109,buys,P1261
U0471,buys,P2304
U1019,buys,P0494
U1028,buys,P2100
U1123,buys,P2781
U0559,buys,P0580
U0953,buys,P3464
U0227,buys,P3020
U0769,buys,P2966
U0871,buys,P1295
U0852,buys,P1154
U0727,buys,P1472
U0446,buys,P3234
U0332,buys,P2133
U0534,buys,P0075
U0416,buys,P1090
U0997,buys,P1771
U0822,buys,P1227
U0759,buys,P2841
U0545,buys,P3454
U0627,buys,P0001
U0855,buys,P1609
U1060,buys,P2433
U0614,buys,P0612
U0696,buys,P0887
U0330,buys,P2110
U0386,buys,P1625
U1191,buys,P0951
U0011,buys,P2563
U1133,buys,P0123
U0150,buys,P0401
U1107,buys,P2004
U0358,buys,P0464
U0388,buys,P2325
U1113,buys,P2977
U0387,buys,P2985
U0034,buys,P0673
U0073,buys,P2845
U0059,buys,P3318
U0724,buys,P1753
U0699,buys,P1832
U0336,buys,P2726
U0415,buys,P2199
U0878,buys,P2732
U0252,buys,P1671
U0097,buys,P0312
U1116,buys,P3364
U0879,buys,P0286
U1191,buys,P0442
U0499,buys,P3391
U0883,buys,P2773
U0554,buys,P0242
U0846,buys,P2427
U0681,buys,P2215
U0065,buys,P3202
U0739,buys,P3051
U0154,buys,P2097
U0635,buys,P0190
U0606,buys,P2638
U1011,buys,P1998
U0494,buys,P1450
U0073,buys,P0964
U0247,buys,P2099
U1083,buys,P1236
U0942,buys,P3405
U0600,buys,P0261
U0794,buys,P0916
U0373,buys,P0675
U1078,buys,P1281
U0726,buys,P1664
U0457,buys,P3364
U0471,buys,P1730
U0834,buys,P3381
U0010,buys,P3331
U0376,buys,P0913
U0687,buys,P0601
U0189,buys,P2039
U1175,buys,P2693
U0274,buys,P0432
U0241,buys,P3494
U1143,buys,P0714
U1094,buys,P2350
U0142,buys,P1015
U0056,buys,P3328
U0660,buys,P0303
U0041,buys,P0635
U0928,buys,P0351
U0036,buys,P1440
U1066,buys,P0358
U0543,buys,P1883
U1177,buys,P1718
U0105,buys,P2900
U0681,buys,P1544
U0287,buys,P0996
U0444,buys,P0144
U0523,buys,P1878
U1181,buys,P3034
U0922,buys,P1654
U1055,buys,P2157
U0689,buys,P2974
U0544,buys,P0808
U0534,buys,P3240
U0789,buys,P3271
U0560,buys,P1330
U1036,buys,P0637
U0663,buys,P1059
U0825,buys,P3438
U0421,buys,P3472
U0976,buys,P0850
U0508,buys,P0899
U0020,buys,P0171
U0456,buys,P2984
U0014,buys,P1115
U0934,buys,P0405
U0780,buys,P2734
U0829,buys,P3326
U0310,buys,P0964
U0582,buys,P2671
U0361,buys,P1499
U0506,buys,P3051
U0095,buys,P0495
U0257,buys,P2594
U1077,buys,P3307
U0182,buys,P2428
U0590,buys,P0048
U0007,buys,P0444
U0183,buys,P0557
U0704,buys,P0549
U0105,buys,P1999
U1029,buys,P0418
U1096,buys,P2027
U0598,buys,P0400
U0621,buys,P1582
U0712,buys,P1704
U0855,buys,P2667
U0484,buys,P1845
U0090,buys,P2021
U0076,buys,P2587
U0533,buys,P3142
U0482,buys,P2622
U0972,buys,P0799
U0933,buys,P2883
U0752,buys,P0332
U0522,buys,P0966
U0765,buys,P0980
U0657,buys,P1439
U0538,buys,P1753
U0338,buys,P0516
U0312,buys,P2789
U1096,buys,P2904
U0615,buys,P1876
U0828,buys,P1585
U0072,buys,P0230
U0997,buys,P1256
U1182,buys,P0005
U1178,buys,P0373
U0315,buys,P1558
U0220,buys,P2484
U0463,buys,P1529
U1136,buys,P0402
U0755,buys,P0414
U0609,buys,P0395
U1114,buys,P3220
U0759,buys,P2548
U0608,buys,P0232
U0118,buys,P1273
U1043,buys,P2479
U0822,buys,P1372
U0890,buys,P0031
U1130,buys,P1024
U0791,buys,P2306
U0755,buys,P1109
U0557,buys,P2447
U0642,buys,P1547
U1159,buys,P3377
U0956,buys,P1893
U0738,buys,P1509
U0877,buys,P3125
U0136,buys,P0657
U0503,buys,P1194
U0035,buys,P0185
U0167,buys,P3091
U0671,buys,P0546
U0366,buys,P2508
U0053,buys,P1203
U0051,buys,P2576
U0183,buys,P1463
U0052,buys,P1977
U0881,buys,P0675
U0553,buys,P0699
U0047,buys,P0402
U0302,buys,P3053
U0223,buys,P1880
U0279,buys,P3182
U0379,buys,P0172
U0615,buys,P0911
U0523,buys,P0712
U0383,buys,P0100
U1060,buys,P0562
U0608,buys,P0346
U1121,buys,P2679
U0736,buys,P1897
U0932,buys,P2979
U1048,buys,P1944
U0432,buys,P1182
U0226,buys,P2741
U0490,buys,P1826
U0305,buys,P0851
U0080,buys,P2938
U0935,buys,P0925
U0645,buys,P2019
U0203,buys,P2611
U0434,buys,P1598
U0140,buys,P2052
U0910,buys,P1910
U0520,buys,P2366
U1018,buys,P2105
U0736,buys,P0855
U0744,buys,P0667
U0657,buys,P2185
U0652,buys,P1011
U0652,buys,P1325
U1168,buys,P1394
U0245,buys,P1289
U0553,buys,P0431
U0597,buys,P1016
U0862,buys,P0221
U0591,buys,P0982
U1121,buys,P2019
U0260,buys,P1175
U0481,buys,P0009
U1107,buys,P2099
U0602,buys,P2287
U0828,buys,P2992
U0066,buys,P1745
U0538,buys,P2663
U0243,buys,P1222
U0614,buys,P3023
U0315,buys,P1485
U0102,buys,P2325
U0781,buys,P2371
U0393,buys,P1016
U1017,buys,P1359
U0994,buys,P2350
U0099,buys,P0413
U0668,buys,P1456
U0034,buys,P2167
U1117,buys,P0004
U0876,buys,P0827
U1173,buys,P1391
U1066,buys,P1180
U0680,buys,P1112
U0711,buys,P0027
U0656,buys,P2893
U0370,buys,P2470
U0796,buys,P1408
U0489,buys,P1976
U0094,buys,P3466
U0520,buys,P1941
U0841,buys,P2971
U1028,buys,P0252
U1132,buys,P1450
U0811,buys,P2246
U0482,buys,P1281
U0111,buys,P1455
U0200,buys,P3375
U1076,buys,P0971
U0566,buys,P1261
U0061,buys,P0746
U0937,buys,P1484
U0742,buys,P1072
U1004,buys,P2771
U0108,buys,P0509
U0565,buys,P0726
U0695,buys,P0084
U0492,buys,P2579
U0412,buys,P1752
U1179,buys,P1002
U0779,buys,P2227
U0460,buys,P1225
U0072,buys,P0633
U0210,buys,P0504
U0059,buys,P1101
U0708,buys,P1220
U1168,buys,P2128
U0084,buys,P2572
U0589,buys,P1593
U0053,buys,P1616
U0736,buys,P0768
U0627,buys,P2599
U1187,buys,P0872
U0042,buys,P2540
U0866,buys,P1682
U0895,buys,P0808
U0634,buys,P2471
U0254,buys,P1700
U0769,buys,P0220
U0765,buys,P3041
U0661,buys,P2019
U0920,buys,P0778
U1177,buys,P0163
U0534,buys,P1469
U0689,buys,P2611
U0605,buys,P0786
U0852,buys,P0762
U0454,buys,P0790
U0165,buys,P2459
U0433,buys,P0302
U0318,buys,P2810
U0152,buys,P2942
U0095,buys,P2274
U0254,buys,P0481
U0083,buys,P0888
U1111,buys,P2003
U0965,buys,P0783
U1122,buys,P0106
U0068,buys,P1827
U1022,buys,P3205
U1144,buys,P2463
U1057,buys,P0385
U1170,buys,P2831
U0825,buys,P2260
U0927,buys,P0044
U0852,buys,P1579
U0880,buys,P2086
U1038,buys,P1222
U0409,buys,P3370
U0401,buys,P0362
U0887,buys,P1312
U0066,buys,P2446
U1111,buys,P0875
U0461,buys,P2180
U0135,buys,P2719
U0368,buys,P2008
U0287,buys,P3229
U0600,buys,P2483
U0091,buys,P0442
U0551,buys,P0223
U0737,buys,P1248
U0408,buys,P2440
U0471,buys,P1144
U0771,buys,P2546
U1058,buys,P2463
U1067,buys,P1086
U0979,buys,P2688
U0502,buys,P2110
U0577,buys,P1016
U0648,buys,P3341
U0439,buys,P1995
U0364,buys,P1505
U1059,buys,P0051
U0185,buys,P3355
U0688,buys,P3156
U0475,buys,P2728
U0755,buys,P2134
U0576,buys,P2339
U0846,buys,P0625
U0036,buys,P0144
U0418,buys,P0747
U0460,buys,P0144
U0332,buys,P0044
U0228,buys,P2951
U0277,buys,P1554
U1097,buys,P1632
U0123,buys,P3461
U0226,buys,P2011
U0469,buys,P2078
U0726,buys,P1324
U0745,buys,P1488
U0724,buys,P0202
U0707,buys,P0389
U1113,buys,P0376
U0955,buys,P3474
U0771,buys,P0375
U0616,buys,P0652
U0790,buys,P3241
U0858,buys,P0567
U0605,buys,P1252
U0464,buys,P1687
U1012,buys,P1955
U0006,buys,P3388
U0526,buys,P2578
U0183,buys,P0355
U0032,buys,P2053
U0082,buys,P0218
U0365,buys,P2638
U0804,buys,P1128
U0211,buys,P0831
U0658,buys,P2688
U0976,buys,P1059
U1077,buys,P2427
U0735,buys,P1657
U0544,buys,P0572
U0761,buys,P0614
U1006,buys,P1387
U0439,buys,P0369
U0907,buys,P2000
U1196,buys,P0287
U0013,buys,P1485
U0472,buys,P1809
U0358,buys,P1466
U0839,buys,P1409
U0788,buys,P0917
U0426,buys,P2034
U0405,buys,P1054
U0392,buys,P3473
U0629,buys,P2239
U1133,buys,P2489
U0151,buys,P2529
U0123,buys,P0103
U0063,buys,P0100
U0345,buys,P1027
U0362,buys,P0090
U0147,buys,P3291
U0271,buys,P1840
U0946,buys,P1538
U0057,buys,P1593
U0814,buys,P0544
U0764,buys,P2743
U1192,buys,P1517
U0964,buys,P2228
U0967,buys,P1211
U0610,buys,P0455
U0198,buys,P0529
U1030,buys,P1272
U1026,buys,P1175
U0357,buys,P0382
U0991,buys,P3009
U0359,buys,P3233
U0995,buys,P1038
U0304,buys,P0318
U0524,buys,P0225
U0588,buys,P1936
U1140,buys,P2964
U1153,buys,P3478
U0176,buys,P0829
U0885,buys,P1965
U0226,buys,P1788
U0143,buys,P2582
U0855,buys,P2150
U0603,buys,P3110
U1031,buys,P2574
U1160,buys,P2454
U0154,buys,P2592
U0312,buys,P1572
U0482,buys,P2826
U1087,buys,P2817
U0259,buys,P1849
U0631,buys,P0354
U0627,buys,P1435
U0704,buys,P0013
U0953,buys,P0979
U0432,buys,P0801
U0094,buys,P2471
U1067,buys,P1952
U0095,buys,P0908
U1052,buys,P0661
U0561,buys,P3445
U0348,buys,P2426
U1119,buys,P1475
U0319,buys,P2032
U0121,buys,P1196
U0913,buys,P2568
U0473,buys,P1137
U0626,buys,P1252
U0798,buys,P0858
U0603,buys,P1568
U0534,buys,P1969
U0527,buys,P2331
U0887,buys,P3487
U0692,buys,P2325
U0248,buys,P1021
U0201,buys,P0340
U0029,buys,P0288
U0762,buys,P0520
U0338,buys,P2946
U0151,buys,P2560
U1087,buys,P0382
U0719,buys,P3094
U1197,buys,P1455
U1107,buys,P2181
U0147,buys,P0671
U0400,buys,P1743
U1148,buys,P2157
U0843,buys,P1573
U0067,buys,P2081
U1131,buys,P0708
U0475,buys,P0606
U0485,buys,P1521
U0207,buys,P0292
U0504,buys,P2689
U1199,buys,P1346
U0338,buys,P0707
U0660,buys,P2949
